,index,LONGITUDE,LATITUDE
12131,7018,-7352.520300000906,4864833.494800001
8710,7019,-7394.577824883163,4864836.924705662
211,7020,-7356.010200001299,4864762.5402000025
19117,7021,-7333.183200001717,4864822.766999997
15728,7022,-7374.897300001234,4864855.5392
6347,7023,-7367.409899998456,4864841.755599998
1781,7024,-7316.4574000015855,4864800.7843
3546,7025,-7450.481994569302,4864817.724448785
1438,7026,-7506.731899999082,4864850.684
10722,7027,-7633.729499999434,4864965.317299999
2868,7028,-7396.896099999547,4864785.223499998
2434,7029,-7349.546000000089,4864836.399800003
6834,7030,-7322.587600000203,4864821.443499997
4795,7031,-7533.671000000089,4864939.661899999
9432,7032,-7650.165600001812,4864937.056900002
15705,7033,-7435.137299999595,4864861.710100003
14684,7034,-7381.686900001019,4864845.7553
6479,7035,-7457.242100000381,4864853.930299997
9518,7036,-7638.276000000536,4864905.187200002
14775,7037,-7449.083129256964,4864874.628452435
11124,7038,-7316.90680000186,4864818.2918
14162,7039,-7323.891800001264,4864818.059199996
13856,7040,-7559.862900000066,4864871.224600002
12,7041,-7571.093400001526,4864871.7184000015
11118,7042,-7349.546000000089,4864836.399899997
818,7043,-7327.492165092379,4864766.668530561
19648,7044,-7536.584399998188,4864918.1096
8193,7045,-7609.25039999932,4864978.160700001
9909,7046,-7616.670099999756,4864979.499200001
453,7047,-7520.724500000477,4864892.4384
14790,7048,-7457.75549999997,4864815.285700001
19653,7049,-7398.534499999136,4864788.097900003
9861,7050,-7638.807999998331,4864907.044100001
3460,7051,-7391.930192384869,4864841.240641914
18383,7052,-7656.487500000745,4864938.089500003
18335,7053,-7682.559099998325,4864932.3116
659,7054,-7527.451099999249,4864929.146399997
18678,7055,-7311.829500000924,4864805.7271
16123,7056,-7644.034899998456,4864930.066799998
17272,7057,-7675.371700000018,4864932.7897000015
940,7058,-7413.92139999941,4864785.033399999
2739,7059,-7360.497299998999,4864837.920500003
9617,7060,-7562.192000001669,4864866.7744999975
12024,7061,-7404.835700001568,4864808.159000002
17041,7062,-7616.688900001347,4864976.028099999
11324,7063,-7587.102299999446,4864986.090999998
15170,7064,-7411.32860000059,4864885.4059000015
19513,7065,-7526.32009748742,4864919.688647747
4074,7066,-7317.651000000536,4864794.628600001
1400,7067,-7491.030633945018,4864865.38593483
7697,7068,-7622.054600000381,4864976.294200003
8232,7069,-7669.247800000012,4864936.126800001
8132,7070,-7637.84259999916,4865000.627700001
6367,7071,-7352.555199999362,4864833.5141
5799,7072,-7417.558400001377,4864893.060199998
3680,7073,-7468.870245195925,4864827.937682956
6570,7074,-7311.829500000924,4864805.7271
14122,7075,-7568.053527798504,4864892.154664099
13440,7076,-7367.458799999207,4864841.782799996
17877,7077,-7596.20320000127,4864981.900200002
19850,7078,-7559.637499999255,4864871.639600001
5191,7079,-7375.98580000177,4864772.226599999
14199,7080,-7377.778799999505,4864852.8002
1108,7081,-7392.357000000775,4864780.615599997
17551,7082,-7650.165600001812,4864937.056900002
10323,7083,-7639.180100001395,4864913.130099997
3232,7084,-7352.520300000906,4864833.494800001
13560,7085,-7327.929099999368,4864824.406999998
14972,7086,-7446.673200000077,4864872.394900002
13047,7087,-7317.526099998504,4864794.559299998
18766,7088,-7310.764899998903,4864807.6461
5838,7089,-7333.183200001717,4864822.766999997
4329,7090,-7308.779111966491,4864804.134827018
14628,7091,-7372.802999999374,4864849.302699998
16218,7092,-7639.7153999991715,4865007.160400003
2553,7093,-7318.341099999845,4864814.532499999
2686,7094,-7361.5406999997795,4864765.608599998
1040,7095,-7344.968400001526,4864749.575999998
1563,7096,-7480.124099999666,4864894.930600002
17044,7097,-7611.129000000656,4864977.622000001
555,7098,-7559.497299998999,4864887.650399998
3073,7099,-7370.614700000733,4864768.552900001
4477,7100,-7327.959273736924,4864815.692792743
7536,7101,-7313.065520714968,4864792.170037955
13192,7102,-7316.4574000015855,4864800.7843
17870,7103,-7616.688900001347,4864976.028099999
14345,7104,-7568.939100001007,4864876.265799999
1416,7105,-7526.554266966879,4864919.341289513
13840,7106,-7345.42330000177,4864829.557700001
17515,7107,-7635.4525999985635,4864966.3134
13133,7108,-7367.458799999207,4864841.782799996
4604,7109,-7311.919399999082,4864808.963799998
9422,7110,-7675.406700000167,4864932.779600002
14252,7111,-7367.458799999207,4864841.782799996
7970,7112,-7316.963899999857,4864795.236500002
7406,7113,-7370.01060000062,4864847.753600001
19220,7114,-7310.764899998903,4864807.6461
10420,7115,-7646.286299999803,4864932.3486
1238,7116,-7398.11080000177,4864785.8972999975
3738,7117,-7391.930192384869,4864841.240641914
8972,7118,-7691.338399998844,4864928.212899998
11257,7119,-7684.298099998385,4864931.813000001
10318,7120,-7638.276000000536,4864905.187200002
18519,7121,-7377.078269988298,4864842.961438999
10072,7122,-7390.761199999601,4864835.141000003
12165,7123,-7506.762699998915,4864850.701899998
15652,7124,-7366.037799999118,4864845.549400002
11643,7125,-7371.374951340258,4864761.285093159
9030,7126,-7611.129000000656,4864977.622000001
10909,7127,-7633.386599998921,4864970.1708
17845,7128,-7596.648699998856,4864983.354699999
28,7129,-7491.030633945018,4864865.38593483
15343,7130,-7366.037799999118,4864845.549400002
355,7131,-7512.604163631797,4864884.949543998
9634,7132,-7376.317116655409,4864861.7561028525
3172,7133,-7369.632300000638,4864770.097999997
16993,7134,-7691.338399998844,4864928.212899998
17066,7135,-7641.899399999529,4865014.780100003
18135,7136,-7641.573199998587,4865008.853
8534,7137,-7639.7153999991715,4865007.160400003
5646,7138,-7333.069099999964,4864769.216300003
6869,7139,-7457.927200000733,4864831.290899999
14273,7140,-7523.49450000003,4864951.885399997
13019,7141,-7549.37943457067,4864878.413713895
3678,7142,-7460.279699999839,4864824.969700001
4227,7143,-7445.557873841375,4864826.589670561
964,7144,-7376.401000000536,4864773.852899998
6753,7145,-7314.611699998379,4864800.712399997
120,7146,-7528.816401548684,4864959.430612221
6798,7147,-7388.631314467639,4864843.906318992
4231,7148,-7468.870245195925,4864827.937682956
5582,7149,-7417.558400001377,4864893.060199998
328,7150,-7527.451099999249,4864929.146399997
4713,7151,-7381.292899999767,4864778.532499999
3284,7152,-7422.258999999613,4864895.579300001
2370,7153,-7413.92139999941,4864785.033399999
5525,7154,-7351.266699999571,4864837.354500003
2544,7155,-7345.42330000177,4864829.557700001
13206,7156,-7323.891800001264,4864818.059199996
18937,7157,-7316.881400000304,4864818.277500004
17407,7158,-7639.136199999601,4864913.2513
10886,7159,-7638.276000000536,4864905.187200002
2178,7160,-7372.802999999374,4864849.302699998
4901,7161,-7539.413493216038,4864923.973005973
5156,7162,-7423.048200000077,4864877.709100001
1209,7163,-7407.406300000846,4864799.5983000025
12015,7164,-7316.90680000186,4864818.291699998
17360,7165,-7641.329799998552,4864920.629500002
11980,7166,-7384.873199999332,4864780.518600002
3125,7167,-7312.662200000137,4864807.624899998
78,7168,-7395.100707694888,4864777.95992858
9749,7169,-7337.524199999869,4864829.7302
11996,7170,-7371.374951340258,4864761.285093159
3769,7171,-7303.794295821339,4864812.44148691
18180,7172,-7633.386599998921,4864970.1708
17328,7173,-7589.062399998307,4864985.529100001
19257,7174,-7377.830699998885,4864852.706600003
10907,7175,-7635.299400001764,4864966.343500003
600,7176,-7341.214999999851,4864756.341499999
15939,7177,-7604.017799999565,4864981.242399998
4553,7178,-7425.661100000143,4864873.132700004
943,7179,-7413.955299999565,4864787.794299997
19172,7180,-7384.673000000417,4864840.373300001
12414,7181,-7516.52670000121,4864844.624799997
17285,7182,-7603.565099999309,4864979.790100001
16188,7183,-7661.558200001717,4864934.343599997
9326,7184,-7325.23409999907,4864818.356799997
15653,7185,-7352.348799999803,4864837.954700001
15695,7186,-7439.624499998987,4864864.1263
1561,7187,-7536.5982000008225,4864918.117200002
4872,7188,-7333.069099999964,4864769.216300003
10204,7189,-7349.546000000089,4864836.399899997
6217,7190,-7432.442200001329,4864883.1646
12183,7191,-7535.209515403956,4864948.090411805
4544,7192,-7458.381099998951,4864852.149700001
1782,7193,-7408.925999999046,4864793.862999998
11388,7194,-7638.830899998546,4864999.286200002
1095,7195,-7410.100400000811,4864794.7425
5547,7196,-7423.048200000077,4864877.709100001
16872,7197,-7639.417199999094,4865001.277099997
12020,7198,-7384.873199999332,4864780.518600002
18499,7199,-7390.548551443964,4864840.4913816005
677,7200,-7512.604163631797,4864884.949543998
10812,7201,-7637.177999999374,4864993.520599999
6793,7202,-7390.620600000024,4864836.055799998
1392,7203,-7555.132300000638,4864885.251500003
16873,7204,-7638.067699998617,4865000.620200001
752,7205,-7363.038300000131,4864766.439499997
15019,7206,-7325.23409999907,4864818.356799997
3740,7207,-7390.184700001031,4864838.919100001
2978,7208,-7376.401000000536,4864773.852899998
6698,7209,-7390.734700001776,4864835.035099998
3218,7210,-7327.958599999547,4864824.4234
14156,7211,-7312.662200000137,4864807.624899998
9982,7212,-7674.972300000489,4864934.486199997
1770,7213,-7331.918400000781,4864822.512199998
19093,7214,-7365.719614882022,4864851.11348962
16111,7215,-7640.98050000146,4865006.785599999
10927,7216,-7636.6660999991,4864991.7337
3024,7217,-7315.743400000036,4864802.071500003
5404,7218,-7333.069099999964,4864769.216300003
7865,7219,-7321.0276931114495,4864812.07116285
10115,7220,-7324.486511655152,4864813.990040243
6879,7221,-7460.767900001258,4864810.030100003
13375,7222,-7571.09319999814,4864871.718800001
5194,7223,-7333.069099999964,4864769.216300003
4622,7224,-7360.497299998999,4864837.920500003
17208,7225,-7643.428199999034,4864927.950800002
15729,7226,-7373.052799999714,4864844.886500001
8730,7227,-7367.458799999207,4864841.782799996
15133,7228,-7352.348799999803,4864837.954700001
13200,7229,-7317.526099998504,4864794.559299998
8155,7230,-7643.428199999034,4864927.950800002
7977,7231,-7324.080699998885,4864817.717
4267,7232,-7435.377900000662,4864892.818000004
18452,7233,-7632.033700000495,4864987.610399999
10667,7234,-7321.038300000131,4864820.583800003
6829,7235,-7329.403700001538,4864820.6699
8122,7236,-7634.477000001818,4864984.097499996
10126,7237,-7311.919399999082,4864808.963799998
701,7238,-7461.524049259722,4864852.046476603
6174,7239,-7357.698199998587,4864840.922600001
11155,7240,-7338.857999999076,4864825.9152000025
8168,7241,-7656.487500000745,4864938.089500003
6874,7242,-7422.316300000995,4864895.611699998
11331,7243,-7643.117800001055,4864947.830799997
4426,7244,-7432.44810000062,4864883.152999997
6866,7245,-7466.963700000197,4864820.413199998
6990,7246,-7370.127824570984,4864839.087595038
4871,7247,-7369.223544884473,4864761.381877743
9502,7248,-7646.286299999803,4864932.3486
4379,7249,-7458.381099998951,4864852.149700001
15117,7250,-7345.42330000177,4864829.557700001
9557,7251,-7617.12480000034,4864979.609499998
2928,7252,-7310.057300001383,4864815.156599999
14580,7253,-7373.052799999714,4864844.886500001
9838,7254,-7682.543800000101,4864932.339500003
9491,7255,-7609.25039999932,4864978.160700001
8744,7256,-7325.052900001407,4864818.703599997
17441,7257,-7592.718600001186,4864984.430299997
18139,7258,-7631.815499998629,4864988.132799998
4353,7259,-7317.012499999255,4864795.1489999965
13787,7260,-7533.837600000203,4864939.373000003
3700,7261,-7424.804142381996,4864898.435409412
2013,7262,-7352.339699998498,4864837.9498
16823,7263,-7676.643599998206,4864934.006999999
14335,7264,-7359.331099998206,4864837.273500003
5680,7265,-7422.2157000005245,4864895.554799996
19367,7266,-7485.468600001186,4864874.716200002
19716,7267,-7536.165800001472,4864897.859200001
2147,7268,-7309.517499998212,4864813.293499999
8799,7269,-7571.09319999814,4864871.718699999
2705,7270,-7377.651299998164,4864772.941299997
15491,7271,-7447.572715613991,4864877.348263264
10101,7272,-7367.458799999207,4864841.782799996
14172,7273,-7360.497299998999,4864837.920500003
9712,7274,-7568.8610000014305,4864876.416199997
15310,7275,-7383.670200001448,4864842.180799998
10970,7276,-7683.855900000781,4864930.357900001
11716,7277,-7363.159000001848,4864768.471699998
6845,7278,-7311.829500000924,4864805.7271
10442,7279,-7683.855900000781,4864930.357900001
810,7280,-7331.400499999523,4864768.478600003
5320,7281,-7352.555199999362,4864833.5141
13166,7282,-7537.241000000387,4864895.7321000025
312,7283,-7370.614700000733,4864768.552900001
2073,7284,-7359.331099998206,4864837.273500003
9743,7285,-7382.916102800518,4864854.208545767
17424,7286,-7639.417199999094,4865001.277099997
17198,7287,-7639.7153999991715,4865007.160400003
7741,7288,-7633.469399999827,4864965.338399999
885,7289,-7519.152399998158,4864949.532200001
9682,7290,-7526.391455613077,4864919.34785118
1790,7291,-7395.213199999183,4864786.255099997
16957,7292,-7682.084399998188,4864930.865400001
10215,7293,-7308.779111966491,4864804.134827018
3457,7294,-7427.111388426274,4864903.13028191
8885,7295,-7363.28974769637,4864835.294131495
3898,7296,-7352.348799999803,4864837.954700001
18016,7297,-7594.264100000262,4864982.456100002
13978,7298,-7359.148499999195,4864841.7272000015
11245,7299,-7667.351799998432,4864936.670500003
8259,7300,-7394.577824883163,4864836.924705662
19011,7301,-7351.981125298887,4864843.493344098
8021,7302,-7638.84319999814,4864999.3684
11335,7303,-7644.034899998456,4864930.066799998
10606,7304,-7510.211205821484,4864949.287095763
14143,7305,-7356.611999999732,4864840.32
18822,7306,-7366.256599999964,4864841.115900002
15266,7307,-7425.090500000864,4864858.286499999
7934,7308,-7380.866799999028,4864847.233599998
1468,7309,-7564.196299999952,4864887.1932
9621,7310,-7394.577824883163,4864836.924705662
470,7311,-7502.826900001615,4864860.174599998
10565,7312,-7352.520300000906,4864833.494800001
2722,7313,-7356.611999999732,4864840.320100002
5422,7314,-7345.411800000817,4864829.551200002
15352,7315,-7450.481994569302,4864817.724448785
18471,7316,-7636.638000000268,4864899.473099999
14017,7317,-7390.761199999601,4864835.141000003
6044,7318,-7333.069099999964,4864771.151100002
2744,7319,-7337.716099999845,4864825.2817
4572,7320,-7376.317116655409,4864861.7561028525
12136,7321,-7373.052799999714,4864844.886500001
11376,7322,-7589.062399998307,4864985.529100001
16702,7323,-7638.276000000536,4864905.187200002
17975,7324,-7638.84319999814,4864999.3684
4677,7325,-7316.881400000304,4864818.277500004
7463,7326,-7528.608068633825,4864959.505251184
9259,7327,-7571.09319999814,4864871.718699999
18711,7328,-7394.577824883163,4864836.924705662
14524,7329,-7366.2424000017345,4864841.108000003
17306,7330,-7642.445999998599,4865016.687799998
12069,7331,-7489.919799998403,4864901.890000001
16385,7332,-7637.556499999016,4864907.466200002
6383,7333,-7311.829500000924,4864805.7271
13445,7334,-7390.734700001776,4864835.034999996
17408,7335,-7636.960200000554,4864905.659699999
3879,7336,-7391.930192384869,4864841.240641914
1075,7337,-7370.614700000733,4864768.552900001
9319,7338,-7316.867199998349,4864813.714900002
3939,7339,-7313.731119778007,4864792.063410871
18498,7340,-7394.577824883163,4864836.924705662
16909,7341,-7589.062399998307,4864985.529100001
7145,7342,-7640.976199999452,4865010.659500003
4210,7343,-7367.458799999207,4864841.782799996
6717,7344,-7367.409899998456,4864841.755599998
9760,7345,-7308.86950000003,4864814.4614999965
9657,7346,-7325.052900001407,4864818.703599997
2149,7347,-7316.680700000375,4864814.058700003
8521,7348,-7691.338399998844,4864928.212899998
11927,7349,-7316.90680000186,4864818.291699998
10129,7350,-7317.526099998504,4864794.559299998
9497,7351,-7602.096400000155,4864981.792999998
74,7352,-7398.55870603025,4864779.87839587
15280,7353,-7444.290800001472,4864876.6844
7346,7354,-7637.556499999016,4864907.466200002
11884,7355,-7308.779111966491,4864804.134827018
17798,7356,-7641.329799998552,4864920.629500002
10336,7357,-7669.247800000012,4864936.126800001
16862,7358,-7650.165600001812,4864937.056900002
13772,7359,-7562.192000001669,4864866.774599999
17147,7360,-7639.417199999094,4865001.277099997
14062,7361,-7316.867199998349,4864813.714900002
18685,7362,-7338.25903988257,4864821.407184206
2509,7363,-7331.747999999672,4864767.318000004
7286,7364,-7636.622600000352,4864899.4196000025
9256,7365,-7560.377608112991,4864859.336898372
13658,7366,-7329.376800000668,4864825.210199997
16273,7367,-7638.807999998331,4864907.044100001
4070,7368,-7359.331099998206,4864837.273500003
9661,7369,-7318.160399999469,4864814.879600003
14152,7370,-7316.963899999857,4864795.236500002
17880,7371,-7594.736999999732,4864983.902400002
3147,7372,-7317.526099998504,4864794.559299998
13183,7373,-7370.01060000062,4864847.753600001
13603,7374,-7367.458799999207,4864841.782799996
14141,7375,-7352.339699998498,4864837.9498
16558,7376,-7675.406700000167,4864932.779600002
7935,7377,-7380.866799999028,4864847.233599998
18151,7378,-7596.20320000127,4864981.900200002
17954,7379,-7661.735899999738,4864938.303900003
540,7380,-7355.670499999076,4864760.262000002
4238,7381,-7458.381099998951,4864852.149700001
5510,7382,-7300.818990092725,4864817.599367015
17156,7383,-7616.556000001728,4864975.878600001
14047,7384,-7321.038300000131,4864820.583800003
14245,7385,-7345.42330000177,4864829.557700001
754,7386,-7356.010200001299,4864762.5402000025
13012,7387,-7578.46197155118,4864869.381579727
16708,7388,-7674.972300000489,4864934.486199997
2542,7389,-7359.331099998206,4864837.273500003
6076,7390,-7360.539299998432,4864837.943800002
17335,7391,-7637.177999999374,4864993.520599999
17701,7392,-7641.624600000679,4865008.901500002
5221,7393,-7359.297899998724,4864837.255099997
13370,7394,-7390.761199999601,4864835.141000003
15523,7395,-7366.2424000017345,4864841.108000003
237,7396,-7521.867186445743,4864889.477093995
4274,7397,-7466.963700000197,4864820.413199998
5878,7398,-7422.316300000995,4864895.611699998
6661,7399,-7318.694800000638,4864795.302100003
100,7400,-7362.52650000155,4864764.065700002
13041,7401,-7336.2989999987185,4864829.050399996
17060,7402,-7638.830899998546,4864999.286200002
17290,7403,-7587.102299999446,4864986.090999998
11411,7404,-7636.080099999905,4864897.526100002
5365,7405,-7423.048200000077,4864877.709100001
4769,7406,-7343.87090529874,4864745.745015971
7510,7407,-7372.802900001407,4864849.3028
14659,7408,-7391.930192384869,4864841.240641914
8804,7409,-7571.09319999814,4864871.718699999
15127,7410,-7315.743400000036,4864802.071500003
1308,7411,-7519.152399998158,4864949.532200001
1582,7412,-7502.826900001615,4864860.174599998
18140,7413,-7632.1528999991715,4864981.863899998
2431,7414,-7334.819400001317,4864828.229599997
1044,7415,-7407.379599999636,4864799.6941
17664,7416,-7644.945300001651,4864948.8147
9762,7417,-7310.700860090554,4864800.670677118
5012,7418,-7408.338870193809,4864811.529825352
18300,7419,-7638.854200001806,4864999.367600001
1487,7420,-7515.720955301076,4864863.515449725
7640,7421,-7667.351799998432,4864936.670500003
10946,7422,-7646.307599999011,4864932.3486
17064,7423,-7641.573199998587,4865008.853
10322,7424,-7639.690999999642,4864914.912799999
5798,7425,-7417.558400001377,4864893.060199998
5494,7426,-7375.98580000177,4864772.226599999
16668,7427,-7661.753100000322,4864938.275399998
618,7428,-7398.11080000177,4864785.8972999975
3802,7429,-7317.651000000536,4864794.628600001
19424,7430,-7516.198399998248,4864889.940200001
1600,7431,-7527.451099999249,4864929.146399997
16265,7432,-7637.556499999016,4864907.466200002
17107,7433,-7683.855900000781,4864930.357900001
9820,7434,-7637.225699998438,4864993.806299999
1752,7435,-7366.2424000017345,4864841.108000003
13836,7436,-7337.5278999991715,4864825.624499999
2040,7437,-7375.182999998331,4864773.673
2083,7438,-7331.918400000781,4864822.512199998
7974,7439,-7324.582886133343,4864813.8198470175
14272,7440,-7510.211205821484,4864949.287095763
546,7441,-7541.264299999922,4864920.7782000005
6203,7442,-7414.873469986021,4864881.276651077
19541,7443,-7555.145599998534,4864885.259499997
15172,7444,-7424.407800000161,4864901.759999998
1356,7445,-7555.132300000638,4864885.251500003
5150,7446,-7439.543800000101,4864864.079400003
17345,7447,-7637.839099999517,4865000.615699999
8878,7448,-7352.520300000906,4864833.494800001
10752,7449,-7667.339800000191,4864936.697800003
18293,7450,-7594.736999999732,4864983.902400002
10709,7451,-7363.28974769637,4864835.294131495
6017,7452,-7423.060899998993,4864877.686099999
7173,7453,-7638.807999998331,4864907.044100001
175,7454,-7413.92139999941,4864785.033399999
19503,7455,-7524.351300001144,4864934.490199998
2208,7456,-7311.919399999082,4864808.963799998
17773,7457,-7659.935300000012,4864938.7962
3790,7458,-7332.108800001442,4864822.170999996
10432,7459,-7659.935300000012,4864938.7962
15045,7460,-7460.279699999839,4864824.969700001
14123,7461,-7549.37943457067,4864878.413713895
9330,7462,-7330.786899998784,4864821.437299997
15642,7463,-7311.919399999082,4864808.963799998
19497,7464,-7520.755800001323,4864891.4821000025
17168,7465,-7611.129000000656,4864977.622000001
2441,7466,-7316.4574000015855,4864800.7843
12749,7467,-7504.90680000186,4864865.544699997
1322,7468,-7501.221900001168,4864863.072899997
1603,7469,-7536.5982000008225,4864918.117200002
9958,7470,-7602.096400000155,4864981.792999998
8023,7471,-7640.976199999452,4865010.659500003
10959,7472,-7659.935300000012,4864938.7962
4068,7473,-7367.458799999207,4864841.782799996
1294,7474,-7506.529300000519,4864862.554300003
2000,7475,-7370.01060000062,4864847.753600001
17613,7476,-7637.177999999374,4864993.520599999
2063,7477,-7372.802999999374,4864849.302699998
1507,7478,-7564.196299999952,4864887.1932
13812,7479,-7363.28240000084,4864844.020599999
1559,7480,-7489.177499998361,4864899.944899999
18449,7481,-7641.899399999529,4865014.780100003
5580,7482,-7432.44810000062,4864883.152999997
13066,7483,-7353.723400000483,4864834.1625000015
11667,7484,-7327.959273736924,4864815.692792743
10703,7485,-7338.857999999076,4864825.9152000025
12120,7486,-7318.341099999845,4864814.532499999
11536,7487,-7560.377608112991,4864859.336898372
17795,7488,-7628.134500000626,4864977.021200001
5614,7489,-7318.694800000638,4864795.302100003
14008,7490,-7366.2424000017345,4864841.108000003
5338,7491,-7435.065400000662,4864861.6708
9559,7492,-7638.830899998546,4864999.286200002
19597,7493,-7536.409200001508,4864934.618299998
4144,7494,-7417.502300001681,4864893.0326000005
7947,7495,-7337.524199999869,4864829.7302
3552,7496,-7435.137299999595,4864861.710100003
6019,7497,-7417.558400001377,4864893.060199998
6910,7498,-7351.266699999571,4864837.354500003
6724,7499,-7357.698199998587,4864840.922600001
1235,7500,-7405.100900001824,4864789.7755
17111,7501,-7646.307599999011,4864932.3486
13314,7502,-7578.46197155118,4864869.381579727
10658,7503,-7377.29603530094,4864860.055810973
18900,7504,-7388.631314467639,4864843.906318992
2251,7505,-7338.663300000131,4864826.254299998
9229,7506,-7516.413621235639,4864937.650390036
3673,7507,-7445.557873841375,4864826.589670561
16574,7508,-7646.3392999991775,4864932.2717999965
15013,7509,-7337.716099999845,4864825.2817
11533,7510,-7555.068599998951,4864885.213299997
8515,7511,-7682.559099998325,4864932.3116
15405,7512,-7466.963700000197,4864820.413199998
13647,7513,-7377.846599999815,4864852.802199997
16129,7514,-7638.276000000536,4864905.187200002
18260,7515,-7632.238800000399,4864988.249200001
947,7516,-7398.11080000177,4864785.8972999975
6989,7517,-7374.3125,4864845.585299999
13042,7518,-7315.743400000036,4864802.071500003
2972,7519,-7384.393399998546,4864778.2870000005
13609,7520,-7559.78200000152,4864871.373499997
15669,7521,-7468.870245195925,4864827.937682956
3888,7522,-7376.317116655409,4864861.7561028525
19578,7523,-7496.900899998844,4864897.221900001
17636,7524,-7639.690999999642,4864914.912799999
18266,7525,-7615.527699999511,4864982.2821
6701,7526,-7460.767900001258,4864810.030100003
12098,7527,-7474.670000001788,4864865.918799996
17403,7528,-7643.993799999356,4864930.197999999
11094,7529,-7549.37943457067,4864878.413713895
7135,7530,-7634.50039999932,4864984.319200002
6061,7531,-7345.411800000817,4864829.551200002
1840,7532,-7316.680700000375,4864814.058700003
1564,7533,-7516.615392487496,4864937.625783786
3676,7534,-7456.977499999106,4864830.765100002
19420,7535,-7516.198399998248,4864889.940200001
4314,7536,-7337.716099999845,4864825.2817
4701,7537,-7404.835700001568,4864808.159000002
10765,7538,-7639.649500001222,4864915.041199997
3323,7539,-7391.930192384869,4864841.240641914
5195,7540,-7343.87090529874,4864745.745015971
10479,7541,-7637.839099999517,4865000.615699999
4471,7542,-7324.080699998885,4864817.717
4776,7543,-7320.078899998218,4864794.327799998
6579,7544,-7417.468600001186,4864893.016000003
18476,7545,-7669.247800000012,4864936.126800001
4712,7546,-7375.98580000177,4864772.226599999
847,7547,-7390.095800001174,4864781.450599998
14205,7548,-7377.061700001359,4864851.720700003
838,7549,-7399.109700001776,4864784.361699998
8751,7550,-7329.376800000668,4864825.210199997
11140,7551,-7312.981300000101,4864798.747699998
7539,7552,-7311.216361027211,4864796.460957848
7767,7553,-7637.839099999517,4865000.615699999
4600,7554,-7317.617266863584,4864809.973069936
9622,7555,-7386.70956633985,4864847.370468892
5788,7556,-7432.442200001329,4864883.1646
19347,7557,-7496.900899998844,4864897.221900001
604,7558,-7347.108300000429,4864748.045599997
16260,7559,-7635.299400001764,4864966.343500003
10285,7560,-7641.624600000679,4865008.901500002
7229,7561,-7594.736999999732,4864983.902400002
2311,7562,-7337.394799999893,4864763.226999998
19269,7563,-7351.266699999571,4864837.354500003
13273,7564,-7337.716099999845,4864825.2817
1982,7565,-7356.457600001246,4864764.753700003
8401,7566,-7312.981300000101,4864798.747699998
8688,7567,-7682.084399998188,4864930.865400001
5731,7568,-7345.411800000817,4864829.551200002
2823,7569,-7327.958599999547,4864824.4234
4554,7570,-7423.060899998993,4864877.686099999
5339,7571,-7401.996199999005,4864790.018399999
4456,7572,-7316.867199998349,4864813.714900002
8195,7573,-7587.102299999446,4864986.090999998
11368,7574,-7622.325800001621,4864976.611699998
3752,7575,-7359.19299999997,4864841.751800001
15474,7576,-7410.692299999297,4864890.038199998
13227,7577,-7555.236299999058,4864885.3138
8010,7578,-7587.041400000453,4864986.057800002
18109,7579,-7648.530400000513,4864942.806100003
11001,7580,-7377.096400000155,4864854.1538999975
16308,7581,-7643.993799999356,4864930.197999999
9090,7582,-7601.616200000048,4864980.348899998
524,7583,-7384.211300000548,4864776.0964
16606,7584,-7607.247600000352,4864978.546700001
9151,7585,-7533.837600000203,4864939.373000003
8460,7586,-7638.067699998617,4865000.620200001
17879,7587,-7596.648699998856,4864983.354699999
18389,7588,-7618.763300001621,4864975.433799997
18552,7589,-7384.673000000417,4864840.373300001
122,7590,-7571.093400001526,4864871.7184000015
4369,7591,-7460.279699999839,4864824.969700001
11572,7592,-7372.802900001407,4864849.3028
12575,7593,-7499.118298217654,4864838.7984716
2302,7594,-7350.146999999881,4864757.249200001
7404,7595,-7363.28240000084,4864844.020599999
17404,7596,-7639.649500001222,4864915.041199997
5823,7597,-7333.069099999964,4864769.216300003
9209,7598,-7336.2989999987185,4864829.050399996
13619,7599,-7526.391455613077,4864919.34785118
17373,7600,-7676.643599998206,4864934.006999999
8891,7601,-7636.205699998885,4864967.330200002
3057,7602,-7413.92139999941,4864785.033399999
3569,7603,-7435.990200001746,4864891.204000004
48,7604,-7461.524049259722,4864852.046476603
10339,7605,-7682.559099998325,4864932.3116
501,7606,-7413.154800001532,4864789.236699998
3187,7607,-7349.279599998146,4864758.806000002
13354,7608,-7323.891800001264,4864818.059199996
229,7609,-7559.497299998999,4864887.650399998
14119,7610,-7568.053527798504,4864892.154664099
2824,7611,-7352.339699998498,4864837.949699998
8783,7612,-7528.608068633825,4864959.505251184
14591,7613,-7363.986104570329,4864850.150565036
3009,7614,-7381.754700001329,4864845.757299997
4308,7615,-7349.546000000089,4864836.399800003
1074,7616,-7377.651299998164,4864772.941299997
10957,7617,-7656.762800000608,4864938.025799997
14285,7618,-7560.377608112991,4864859.336898372
14054,7619,-7312.662200000137,4864807.624899998
7660,7620,-7637.177999999374,4864993.520599999
7214,7621,-7639.35000000149,4865001.098099999
2946,7622,-7318.341099999845,4864814.532499999
19442,7623,-7516.198399998248,4864889.940200001
10925,7624,-7635.040800001472,4864986.063900001
17352,7625,-7643.428199999034,4864927.950800002
8649,7626,-7640.98050000146,4865006.785599999
10377,7627,-7589.062399998307,4864985.529100001
